URL,Core Vitals Assessment,First Contentful Paint (FCP),Largest Contentful Paint (LCP),Cumulative Layout Shift (CLS),Total Blocking Time (TBT),Speed Index,Timestamp (UTC)
https://www.anxietyuk.org.uk/blog/seeking-help-for-anxiety/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.245 (FAST),430 ms,2.6 s,2025-07-05T13:06:08.199Z
https://www.anxietyuk.org.uk/blog/breathing-for-anxiety/,SLOW,0.8 s (SLOW),1.9 s (SLOW),0.002 (FAST),700 ms,2.7 s,2025-07-05T13:06:40.014Z
https://www.anxietyuk.org.uk/blog/understanding-the-symptoms-of-anxiety/,SLOW,1.0 s (SLOW),1.3 s (SLOW),0.282 (FAST),680 ms,2.7 s,2025-07-05T13:07:19.563Z
https://www.anxietyuk.org.uk/trainee-placement-application-form/,SLOW,1.0 s (SLOW),2.0 s (SLOW),0.589 (FAST),640 ms,2.8 s,2025-07-05T13:07:55.624Z
https://www.anxietyuk.org.uk/auk-approved-therapist-application/,SLOW,0.8 s (SLOW),2.4 s (SLOW),0.545 (FAST),"1,210 ms",3.2 s,2025-07-05T13:08:30.027Z
https://www.anxietyuk.org.uk/get-involved/anxiety-uk-participation-group/,SLOW,0.9 s (SLOW),1.5 s (SLOW),0.004 (FAST),630 ms,2.7 s,2025-07-05T13:09:10.282Z
https://www.anxietyuk.org.uk/get-involved/anxiety-research-2/,SLOW,0.8 s (SLOW),1.6 s (SLOW),0.003 (FAST),500 ms,2.8 s,2025-07-05T13:09:43.193Z
https://www.anxietyuk.org.uk/anxiety-research-papers/,SLOW,0.8 s (SLOW),2.0 s (SLOW),0.004 (FAST),620 ms,2.6 s,2025-07-05T13:10:17.751Z
https://www.anxietyuk.org.uk/workplace/charity-partnerships/,SLOW,0.8 s (SLOW),1.8 s (SLOW),0.004 (FAST),440 ms,2.4 s,2025-07-05T13:10:49.316Z
https://www.anxietyuk.org.uk/workplace/partnership-expression-of-interest-form/,SLOW,0.8 s (SLOW),1.6 s (SLOW),0.004 (FAST),440 ms,3.7 s,2025-07-05T13:11:25.121Z
https://www.anxietyuk.org.uk/workplace-interest-form/,SLOW,0.7 s (SLOW),1.5 s (SLOW),0.053 (FAST),550 ms,2.6 s,2025-07-05T13:11:58.178Z
https://www.anxietyuk.org.uk/product-category/afar/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.023 (FAST),830 ms,2.8 s,2025-07-05T13:12:29.565Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),470 ms,2.8 s,2025-07-05T13:13:07.960Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/agoraphobia/,SLOW,0.8 s (SLOW),0.9 s (SLOW),0.033 (FAST),"1,050 ms",2.8 s,2025-07-05T13:13:42.957Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/anxiety/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.021 (FAST),"1,100 ms",3.0 s,2025-07-05T13:14:24.792Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/body-dysmorphic-disorder/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.023 (FAST),"1,100 ms",2.8 s,2025-07-05T13:15:09.530Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/claustrophobia/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.024 (FAST),620 ms,2.7 s,2025-07-05T13:15:48.225Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/dental/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),590 ms,2.6 s,2025-07-05T13:16:21.429Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/depersonalisation-disorder-dd/,SLOW,0.8 s (SLOW),1.0 s (SLOW),0.027 (FAST),470 ms,3.4 s,2025-07-05T13:16:55.877Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/depression/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),700 ms,2.6 s,2025-07-05T13:17:31.056Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/emetophobia-vomit-phobia/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.023 (FAST),500 ms,2.5 s,2025-07-05T13:18:12.187Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/fear-of-flying/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),500 ms,2.6 s,2025-07-05T13:18:48.659Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/generalised-anxiety-disorder/,SLOW,1.0 s (SLOW),1.3 s (SLOW),0.023 (FAST),950 ms,3.1 s,2025-07-05T13:19:28.622Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/health-anxiety/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.023 (FAST),670 ms,2.7 s,2025-07-05T13:20:08.816Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/injectionneedle-phobia/,SLOW,0.9 s (SLOW),1.3 s (SLOW),0.023 (FAST),910 ms,3.4 s,2025-07-05T13:20:49.515Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/irritable-bowel-syndrome-ibs/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.023 (FAST),760 ms,2.7 s,2025-07-05T13:21:33.852Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/low-self-esteem/,SLOW,0.8 s (SLOW),1.3 s (SLOW),0.021 (FAST),"1,300 ms",2.9 s,2025-07-05T13:22:12.852Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/monophobia/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),550 ms,2.5 s,2025-07-05T13:22:52.995Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/obsessive-compulsive-disorder/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),440 ms,2.9 s,2025-07-05T13:23:25.441Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/obsessive-compulsive-disorder/compulsive-hoarding/,SLOW,0.9 s (SLOW),1.0 s (SLOW),0.033 (FAST),700 ms,2.8 s,2025-07-05T13:24:00.759Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/obsessive-compulsive-disorder/compulsive-nail-biting/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.034 (FAST),450 ms,6.5 s,2025-07-05T13:24:40.189Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/obsessive-compulsive-disorder/compulsive-skin-picking/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.023 (FAST),"1,310 ms",3.4 s,2025-07-05T13:25:18.469Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/panic-disorder/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),990 ms,3.2 s,2025-07-05T13:26:01.414Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/perinatal-maternal/,SLOW,0.9 s (SLOW),2.2 s (SLOW),0.024 (FAST),630 ms,2.9 s,2025-07-05T13:26:45.119Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/ptsd/,SLOW,0.9 s (SLOW),1.0 s (SLOW),0.033 (FAST),750 ms,3.1 s,2025-07-05T13:27:22.594Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/seasonal-affective-disorder-sad/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),620 ms,3.4 s,2025-07-05T13:28:00.263Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/separation-anxiety-adults/,SLOW,0.8 s (SLOW),0.9 s (SLOW),0.033 (FAST),630 ms,2.9 s,2025-07-05T13:29:25.450Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/simple-phobias/,SLOW,0.9 s (SLOW),1.2 s (SLOW),0.024 (FAST),500 ms,3.1 s,2025-07-05T13:30:01.794Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/social-anxiety-disorder/,SLOW,0.8 s (SLOW),0.9 s (SLOW),0.021 (FAST),"1,020 ms",2.8 s,2025-07-05T13:30:35.860Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/stress/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.024 (FAST),600 ms,2.6 s,2025-07-05T13:31:16.685Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/toilet-phobia/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.024 (FAST),480 ms,2.6 s,2025-07-05T13:31:53.069Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/trichotillomania/,SLOW,0.9 s (SLOW),1.0 s (SLOW),0.033 (FAST),"1,270 ms",4.4 s,2025-07-05T13:32:26.355Z
https://www.anxietyuk.org.uk/product-category/anxiety-condition/worry/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),"1,410 ms",2.8 s,2025-07-05T13:33:12.827Z
https://www.anxietyuk.org.uk/product-category/audio-tape/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),"1,130 ms",2.8 s,2025-07-05T13:33:58.657Z
https://www.anxietyuk.org.uk/product-category/booklet/,SLOW,1.0 s (SLOW),1.3 s (SLOW),0.024 (FAST),670 ms,2.9 s,2025-07-05T13:34:42.508Z
https://www.anxietyuk.org.uk/product-category/book/overcoming-series/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.033 (FAST),990 ms,3.2 s,2025-07-05T13:35:24.162Z
https://www.anxietyuk.org.uk/product-category/book/pick-me-up/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.023 (FAST),860 ms,2.7 s,2025-07-05T13:36:06.265Z
https://www.anxietyuk.org.uk/product-category/campaigns/,SLOW,0.9 s (SLOW),1.3 s (SLOW),0.023 (FAST),780 ms,2.8 s,2025-07-05T13:36:45.379Z
https://www.anxietyuk.org.uk/product-category/cassette-tape/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.023 (FAST),"1,210 ms",4.1 s,2025-07-05T13:37:23.808Z
https://www.anxietyuk.org.uk/product-category/cd/,SLOW,0.8 s (SLOW),1.2 s (SLOW),0.024 (FAST),500 ms,2.7 s,2025-07-05T13:38:08.478Z
https://www.anxietyuk.org.uk/product-category/clearance/,SLOW,0.8 s (SLOW),1.5 s (SLOW),0.033 (FAST),590 ms,2.6 s,2025-07-05T13:38:41.181Z
https://www.anxietyuk.org.uk/product-category/courses/,SLOW,0.9 s (SLOW),2.1 s (SLOW),0.024 (FAST),490 ms,2.6 s,2025-07-05T13:39:15.897Z
https://www.anxietyuk.org.uk/product-category/instant-downloads/,SLOW,0.9 s (SLOW),1.2 s (SLOW),0.033 (FAST),"1,000 ms",2.8 s,2025-07-05T13:39:47.347Z
https://www.anxietyuk.org.uk/product-category/dvd/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),"1,200 ms",3.1 s,2025-07-05T13:40:35.295Z
https://www.anxietyuk.org.uk/product-category/fact-sheet/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.023 (FAST),900 ms,2.9 s,2025-07-05T13:41:22.171Z
https://www.anxietyuk.org.uk/product-category/fact-sheet/fact-sheets-downloadable/,SLOW,0.9 s (SLOW),1.0 s (SLOW),0.033 (FAST),890 ms,3.0 s,2025-07-05T13:42:04.406Z
https://www.anxietyuk.org.uk/product-category/fact-sheet/fact-sheets-translated/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.034 (FAST),390 ms,2.7 s,2025-07-05T13:42:46.678Z
https://www.anxietyuk.org.uk/product-category/featured/,SLOW,0.9 s (SLOW),1.2 s (SLOW),0.033 (FAST),680 ms,2.9 s,2025-07-05T13:43:19.826Z
https://www.anxietyuk.org.uk/product-category/magazine/,SLOW,0.9 s (SLOW),1.4 s (SLOW),0.024 (FAST),540 ms,3.0 s,2025-07-05T13:44:00.646Z
https://www.anxietyuk.org.uk/product-category/donation/,SLOW,0.9 s (SLOW),1.6 s (SLOW),0.022 (FAST),610 ms,2.8 s,2025-07-05T13:44:36.962Z
https://www.anxietyuk.org.uk/product-category/donation/virtual-bake-sale/,SLOW,0.9 s (SLOW),3.6 s (SLOW),0.034 (FAST),270 ms,2.9 s,2025-07-05T13:45:12.936Z
https://www.anxietyuk.org.uk/product-category/membership/,SLOW,0.8 s (SLOW),1.3 s (SLOW),0.024 (FAST),510 ms,4.7 s,2025-07-05T13:46:47.971Z
https://www.anxietyuk.org.uk/product-category/membership/membership-individuals/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.023 (FAST),670 ms,3.1 s,2025-07-05T13:48:28.294Z
https://www.anxietyuk.org.uk/product-category/membership/membership-professionals/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.023 (FAST),"1,210 ms",3.0 s,2025-07-05T13:49:04.658Z
https://www.anxietyuk.org.uk/product-category/mindfullness/,SLOW,0.8 s (SLOW),0.9 s (SLOW),0.021 (FAST),"1,040 ms",2.9 s,2025-07-05T13:49:47.235Z
https://www.anxietyuk.org.uk/product-category/mp3/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.024 (FAST),600 ms,2.6 s,2025-07-05T13:50:29.215Z
https://www.anxietyuk.org.uk/product-category/other/,SLOW,0.9 s (SLOW),0.9 s (SLOW),0.021 (FAST),"1,240 ms",3.5 s,2025-07-05T13:51:05.658Z
https://www.anxietyuk.org.uk/product-category/perinatal/,SLOW,0.9 s (SLOW),1.0 s (SLOW),0.033 (FAST),790 ms,2.7 s,2025-07-05T13:51:58.237Z
https://www.anxietyuk.org.uk/product-category/physical-products/,SLOW,0.9 s (SLOW),0.9 s (SLOW),0.021 (FAST),840 ms,2.8 s,2025-07-05T13:52:38.280Z
https://www.anxietyuk.org.uk/product-category/information-pack/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.023 (FAST),740 ms,2.6 s,2025-07-05T13:53:20.620Z
https://www.anxietyuk.org.uk/product-category/renewals/,SLOW,0.9 s (SLOW),0.9 s (SLOW),0.021 (FAST),"1,130 ms",3.0 s,2025-07-05T13:53:54.505Z
https://www.anxietyuk.org.uk/product-category/special-offers/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),"1,070 ms",2.9 s,2025-07-05T13:54:35.828Z
https://www.anxietyuk.org.uk/product-category/special-offers/special-offers-special-offers/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.023 (FAST),370 ms,2.6 s,2025-07-05T13:55:18.712Z
https://www.anxietyuk.org.uk/product-category/special-offers/special-offers-dvds/,SLOW,0.9 s (SLOW),1.2 s (SLOW),0.024 (FAST),650 ms,3.0 s,2025-07-05T13:55:51.985Z
https://www.anxietyuk.org.uk/product-category/students-anxiety/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.023 (FAST),860 ms,2.8 s,2025-07-05T13:56:31.770Z
https://www.anxietyuk.org.uk/product-category/support-groups/,SLOW,1.0 s (SLOW),1.2 s (SLOW),0.024 (FAST),390 ms,3.4 s,2025-07-05T13:57:10.440Z
https://www.anxietyuk.org.uk/product-category/t-shirt/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.024 (FAST),510 ms,2.6 s,2025-07-05T13:57:45.592Z
https://www.anxietyuk.org.uk/product-category/therapy/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),"1,060 ms",2.8 s,2025-07-05T13:58:21.235Z
https://www.anxietyuk.org.uk/product-category/therapy/therapist-application/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.033 (FAST),800 ms,2.8 s,2025-07-05T13:59:03.895Z
https://www.anxietyuk.org.uk/product-category/therapy/therapy-fees/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.024 (FAST),540 ms,2.6 s,2025-07-05T13:59:40.904Z
https://www.anxietyuk.org.uk/product-category/training/,SLOW,0.8 s (SLOW),0.8 s (SLOW),0.021 (FAST),"1,430 ms",3.1 s,2025-07-05T14:00:14.457Z
https://www.anxietyuk.org.uk/product-category/uncategorized/,SLOW,0.7 s (SLOW),0.7 s (SLOW),0.026 (FAST),620 ms,2.4 s,2025-07-05T14:00:57.423Z
https://www.anxietyuk.org.uk/product-category/vhs/,SLOW,0.9 s (SLOW),1.1 s (SLOW),0.024 (FAST),350 ms,3.2 s,2025-07-05T14:01:31.088Z
https://www.anxietyuk.org.uk/products/uncategorized/anxiety-uk-approved-therapist-cft-training/,SLOW,1.0 s (SLOW),4.6 s (SLOW),0.004 (FAST),650 ms,3.9 s,2025-07-05T14:02:03.628Z
https://www.anxietyuk.org.uk/products/uncategorized/research-fees/,SLOW,1.0 s (SLOW),4.3 s (SLOW),0.003 (FAST),720 ms,3.0 s,2025-07-05T14:02:41.165Z
https://www.anxietyuk.org.uk/products/therapy/therapy-fees/therapy-fee-packages/,SLOW,1.0 s (SLOW),4.2 s (SLOW),0.002 (FAST),850 ms,3.7 s,2025-07-05T14:03:17.122Z
https://www.anxietyuk.org.uk/products/uncategorized/training-fees/,SLOW,0.8 s (SLOW),4.2 s (SLOW),0.004 (FAST),720 ms,3.7 s,2025-07-05T14:03:57.690Z
https://www.anxietyuk.org.uk/products/renewals/early-bird-offer-membership-renewal/,SLOW,0.8 s (SLOW),3.5 s (SLOW),0.002 (FAST),"1,010 ms",3.9 s,2025-07-05T14:04:37.747Z
https://www.anxietyuk.org.uk/products/book/calm-your-mind-with-food-a-revolutionary-guide-to-controlling-your-anxiety/,SLOW,0.8 s (SLOW),3.3 s (SLOW),0.023 (FAST),960 ms,3.5 s,2025-07-05T14:05:20.246Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/stand-up-to-ocd-a-cbt-self-help-guide-and-workbook-for-teens-by-kelly-wood-and-douglas-fisher/,SLOW,1.0 s (SLOW),4.3 s (SLOW),0.013 (FAST),970 ms,4.9 s,2025-07-05T14:06:02.627Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/the-cbt-art-workbook-for-coping-with-anxiety-by-jennifer-guest/,SLOW,0.8 s (SLOW),5.1 s (SLOW),0.009 (FAST),590 ms,4.0 s,2025-07-05T14:06:45.098Z
https://www.anxietyuk.org.uk/get-help/types-of-therapy/,SLOW,0.8 s (SLOW),1.6 s (SLOW),0.003 (FAST),980 ms,2.9 s,2025-07-05T14:07:19.729Z
https://www.anxietyuk.org.uk/blog/new-research-proves-anxiety-uk-therapy-services-are-highly-effective/,SLOW,0.8 s (SLOW),1.1 s (SLOW),0.33 (FAST),820 ms,2.7 s,2025-07-05T14:07:57.468Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/fear-dogs-mp3/,SLOW,0.8 s (SLOW),2.9 s (SLOW),0.013 (FAST),660 ms,3.1 s,2025-07-05T14:51:30.279Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/anxious-times-summer-2015-instant-download/,SLOW,0.8 s (SLOW),3.0 s (SLOW),0.018 (FAST),710 ms,3.1 s,2025-07-05T14:10:36.307Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/agoraphobia-mp3/,SLOW,0.8 s (SLOW),3.5 s (SLOW),0.003 (FAST),680 ms,3.3 s,2025-07-05T14:11:17.231Z
https://www.anxietyuk.org.uk/products/special-offers/special-offers-special-offers/health-and-wellbeing-cd-ursula-james/,SLOW,0.8 s (SLOW),4.1 s (SLOW),0.014 (FAST),550 ms,3.3 s,2025-07-05T14:11:53.889Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-low-self-esteem-by-melanie-fennell/,SLOW,0.9 s (SLOW),3.9 s (SLOW),0.009 (FAST),740 ms,3.3 s,2025-07-05T14:12:32.424Z
https://www.anxietyuk.org.uk/products/anxiety-condition/emetophobia-vomit-phobia/free-yourself-from-emetophobia/,SLOW,0.8 s (SLOW),3.2 s (SLOW),0.021 (FAST),570 ms,3.3 s,2025-07-05T14:13:11.437Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-worry-by-mark-freeston-and-kevin-meares/,SLOW,1.0 s (SLOW),4.4 s (SLOW),0.016 (FAST),700 ms,3.5 s,2025-07-05T14:13:51.433Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-body-image-problems-by-alex-clarke-david-veale-and-rob-willson/,SLOW,1.0 s (SLOW),4.2 s (SLOW),0.011 (FAST),860 ms,3.3 s,2025-07-05T14:14:32.023Z
https://www.anxietyuk.org.uk/products/book/pick-me-up/why-does-everything-always-go-wrong/,SLOW,0.8 s (SLOW),3.3 s (SLOW),0.007 (FAST),670 ms,3.6 s,2025-07-05T14:15:12.934Z
https://www.anxietyuk.org.uk/products/membership/anxiety-uk-bekind-membership/?tm_cart_item_key=b706d53ae7a0c8aa59e3067886e76060,SLOW,0.9 s (SLOW),2.9 s (SLOW),0.003 (FAST),780 ms,3.0 s,2025-07-05T14:16:55.074Z
https://www.anxietyuk.org.uk/products/fact-sheet/fact-sheets-downloadable/blushing-phobia-erythrophobia-fact-sheet-instant-download/,SLOW,0.8 s (SLOW),3.8 s (SLOW),0.025 (FAST),"1,410 ms",4.2 s,2025-07-05T14:18:00.283Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-depression-by-paul-gilbert-copy/,SLOW,0.8 s (SLOW),4.4 s (SLOW),0.011 (FAST),740 ms,3.7 s,2025-07-05T14:18:51.109Z
https://www.anxietyuk.org.uk/products/fact-sheet/fact-sheets-downloadable/toilet-phobia/,SLOW,0.8 s (SLOW),4.8 s (SLOW),0.013 (FAST),"1,270 ms",3.7 s,2025-07-05T14:19:37.182Z
https://www.anxietyuk.org.uk/products/special-offers/special-offers-special-offers/creating-confidence-work/,SLOW,0.8 s (SLOW),3.2 s (SLOW),0.006 (FAST),550 ms,3.2 s,2025-07-05T14:20:22.451Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-perfectionism/,SLOW,0.9 s (SLOW),4.0 s (SLOW),0.005 (FAST),710 ms,3.3 s,2025-07-05T14:20:55.806Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/worry-box/,SLOW,0.8 s (SLOW),3.3 s (SLOW),0.024 (FAST),"1,190 ms",3.4 s,2025-07-05T14:21:35.969Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/germ-phobia-mp3/,SLOW,0.9 s (SLOW),3.3 s (SLOW),0.024 (FAST),400 ms,3.1 s,2025-07-05T14:22:22.184Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/calm-keys-pack-5/,SLOW,1.0 s (SLOW),4.4 s (SLOW),0.015 (FAST),640 ms,3.6 s,2025-07-05T14:23:19.788Z
https://www.anxietyuk.org.uk/products/anxiety-condition/free-yourself-from-death-anxiety/,SLOW,0.8 s (SLOW),4.9 s (SLOW),0.006 (FAST),"1,050 ms",3.6 s,2025-07-05T14:23:55.307Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/appearance-anxiety-a-guide-to-understanding-body-dysmorphic-disorder-for-young-people-families-and-professionals/,SLOW,0.9 s (SLOW),3.3 s (SLOW),0.051 (FAST),"1,610 ms",3.5 s,2025-07-05T14:24:42.186Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/compassionate-mind-workbook/,SLOW,0.8 s (SLOW),4.2 s (SLOW),0.012 (FAST),460 ms,3.5 s,2025-07-05T14:54:12.291Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-traumatic-stress-by-claudia-herbert/,SLOW,0.9 s (SLOW),3.5 s (SLOW),0.008 (FAST),720 ms,3.5 s,2025-07-05T14:55:21.619Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/fear-flying-mp3/,SLOW,0.9 s (SLOW),3.9 s (SLOW),0.016 (FAST),480 ms,4.3 s,2025-07-05T14:26:08.699Z
https://www.anxietyuk.org.uk/products/anxiety-condition/obsessive-compulsive-disorder/compulsive-hoarding/overcoming-obsessive-compulsive-disorder/,SLOW,0.8 s (SLOW),3.3 s (SLOW),0.004 (FAST),530 ms,3.2 s,2025-07-05T14:26:43.902Z
https://www.anxietyuk.org.uk/cart/,SLOW,1.3 s (SLOW),2.7 s (SLOW),0.003 (FAST),"1,000 ms",3.9 s,2025-07-05T14:27:17.711Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-social-anxiety-and-shyness-by-gillian-butler/,SLOW,0.9 s (SLOW),3.2 s (SLOW),0.018 (FAST),330 ms,3.4 s,2025-07-05T14:28:00.110Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/relapse-prevention-booklet-instant-download/,SLOW,1.0 s (SLOW),4.5 s (SLOW),0.019 (FAST),920 ms,3.6 s,2025-07-05T14:28:36.881Z
https://www.anxietyuk.org.uk/products/anxiety-condition/the-kindness-workbook/,SLOW,0.8 s (SLOW),5.1 s (SLOW),0.006 (FAST),830 ms,3.7 s,2025-07-05T14:29:14.793Z
https://www.anxietyuk.org.uk/products/book/overcoming-series/overcoming-health-anxiety-by-david-veale-and-robert-willson/,SLOW,0.8 s (SLOW),3.1 s (SLOW),0.004 (FAST),400 ms,3.2 s,2025-07-05T14:29:53.436Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/mood-cards-for-me-and-you/,SLOW,1.0 s (SLOW),5.2 s (SLOW),0.01 (FAST),590 ms,3.7 s,2025-07-05T14:30:24.933Z
https://www.anxietyuk.org.uk/products/anxiety-condition/anxiety/fast-facts-first-edition/,SLOW,0.8 s (SLOW),3.2 s (SLOW),0.003 (FAST),580 ms,5.6 s,2025-07-05T14:31:00.886Z
